userId,songid,track_popularity,duration_ms
1,5qCrT9lVmIGxqB8i6bb83P,46,203968
1,3Lv3frZVXU7Q0JEFvLIzWW,63,190417
1,2bZYJvVRN5EqIvAUFhUNls,55,237686
1,3utdq3dPLVD4r7Vv9BnCAI,52,180361
1,1ppOGANOzMT01Cxh9jx4hN,67,139048
1,5Shjuje8PRcX7ueEVajrLH,63,279800
1,6wKJjrWWP4qpzYbE8oQkc4,60,217043
1,6EDH26ppl7R8oV4tGilCkS,45,230476
1,4RaN7556EogBfF80klMEX2,58,188640
1,1nwoWaqzB30bD4IPqRNuex,51,196613
1,4fDBElPGDqZQ3rJorZTm2w,58,210000
1,6AZ21kPj2a0INgf3uCviVu,56,187869
1,3uXHSf9sSIpOJWuC1H8DiU,60,273229
1,4Q9iBGT9b9CVTtDwsgQWnl,48,255861
1,6LCsZ8ARrIq0n9nr6gM2ru,56,216714
1,27F9FlipD657qYRQT3qxFm,56,192653
1,6B9cqNooxIyPfr3P5EB8LA,65,238451
1,05CwHjIk71RXVU40boRMnR,39,217653
1,0qc4QlcCxVTGyShurEv1UU,83,174444
1,5icOoE6VgqFKohjWWNp0Ac,83,156347
1,6GIRtKNXokeu25nn7U6Hu8,71,165767
1,4PkIDTPGedm0enzdvilLNd,81,201072
1,5PYQUBXc7NYeI1obMKSJK0,85,223523
1,4Gcv5SsxnQWpmOnUI19EJk,76,238459
1,5YkmS18BehACOhIIeUqe6l,71,191612
1,3vQhEd4lOg4mAV6CHCgoHW,65,173455
1,6wo37KVqFJhtuxPTpLCcfe,67,209893
1,3OTSBoYKO7HzGVj8Bu2OH9,74,228112
1,4NSW0Km5ZG60L8FthUebPJ,81,220396
1,1xK7enJZVdv37fnnxoZlPq,71,180840
1,1z1XegUChLLQfcbtIK8ABn,75,214634
1,6aoGtdWXBkYQ2O2wnyIz2x,73,210944
1,5tAa8Uaqr4VvA3693mbIhU,79,190932
1,18W92Zm1KjLCbUIszOhpkD,74,197939
1,3D37T7euWvVJ45evRmriIh,63,192941
1,3y3brCCecHC3Db18aIOnny,79,215316
1,6XqvFyJGdUD5IWee02ARKU,16,193377
1,575NJxNUVDqwJGdzBrlLbv,75,201253
1,70YPzqSEwJvAIQ6nMs1cjY,75,220730
1,7Ht0v0LWBCOEjmNQ0iMpNr,55,185062
1,6nDKrPlXdpomGBgAlO7UdP,30,157202
1,2b1BwUGGyKq0CoJd8G1B6M,62,159753
1,09IStsImFySgyp0pIQdqAc,84,184732
1,1lGVyEkGHUz7Pg78QGaS4a,70,160998
1,6ksMjdec8b6C45TUawkAdu,37,226093
1,1vsQb8n0icvMsFnL9663LM,70,205787
1,6pooRNiLyYpxZeIA5kJ5EX,74,216668
1,5WHTFyqSii0lmT9R21abT8,85,178480
1,1pBO9JDqh1y3TbCKEO1OvG,36,182668
1,1LjxmkW3xRQP2HzswhYyyc,52,224061
1,7FCZhkhzEUVNUAlGauNKIe,58,178501
1,2JoIjuzRplpYGvvLpSW2on,72,154024
1,4PUWpNtDejQwwa80LjvxXl,64,197880
1,1nufXiTCTTAeJfO9hLHvO8,63,170079
1,1NDxZ7cFAo481dtYWdrUnR,77,193613
1,1ahVFh0ViDZr8LvkEVlq3B,76,207095
1,0Ev562zA4pmUsBqjxsxxdx,74,248156
1,5l8AUgBTWuOECwVgYtaUyE,56,202072
1,35MKhw2YBKApmD7fAnPERC,77,186805
1,3Kuu5vASpXK8oRsxOvau6P,71,208567
2,7KW3XQV5Or5CF57MYVj5h4,64,184533
2,3M9Apu4OZfylLTFKvgEtKa,82,198996
2,5N4erncE7kuUccm7zEmwzk,81,238173
2,6QcrReLyoun4xrPVsZ5OJE,41,215446
2,1kQhi22kyluRCnIPAXtxEZ,62,189165
2,5cE201rNvIkryS8N1dJ5nR,5,200318
2,4AkCyd9Nlbt8JprQq9V6o2,72,160312
2,48GmVZwvkoVC5StfMLfNJE,24,219521
2,01iyINEYgPQ7ThMZuHUsqS,58,207428
2,6BwClo5W3VvTzJv8bvZXDD,65,179531
2,108r6pnZHStBIktpyyps9w,64,166000
2,24Hzd4FPhz0HPx9jhM9cap,53,203200
2,4aTtHoSBB0CuQGA6vXBNyp,72,239067
2,0gIZLyF3MWQVcspzrLWYod,39,147554
2,6y1UtRcHQU07aUs3oxZ8Yn,75,188640
2,54z0kLF0skj0Hdb9wCqPJt,60,157159
2,6mPstbtzhyqKmwefY4eVWD,18,228502
2,6uBhi9gBXWjanegOb2Phh0,79,210091
2,1Pe3Tnahd3nNcKrTvNvNvW,60,187150
2,4w8niZpiMy6qz1mntFA5uM,83,212500
2,7BKLCZ1jbUBVqRi2FVlTVw,85,244960
2,2IDHoSlbG0CKH9rhq68wTb,47,243091
2,60wwxj6Dd9NJlirf84wr2c,74,271427
2,6kPJZM97LwdG9QIsT7khp6,80,222653
2,3ebXMykcMXOcLeJ9xZ17XH,81,220883
2,7iNIg7XDEaYECfWD5dJ9Va,76,189467
2,6cy3ki60hLwimwIje7tALf,96,221714
2,5N5k9nd479b1xpDZ4usjrg,84,213309
2,0qaWEvPkts34WF68r8Dzx9,86,208474
3,6jq6rcOikCZAmjliAgAmfT,68,239853
3,762UXiwEHYY97VL45sAUPR,66,194907
3,6RUKPb4LETWmmr3iAEQktW,83,247160
3,7ef4DlsgrMEH11cDZd32M6,85,214847
3,3zU9rdflI65tK4dkkNSp77,73,210013
3,12GEpg2XOPyqk03JZEZnJs,69,220781
3,4kte3OcW800TPvOVgrLLj8,69,251627
3,0lYBSQXN6rCTvUZvg9S0lU,81,205947
3,3vv9phIu6Y1vX3jcqaGz5Z,73,226739
3,2QtJA4gbwe1AcanB2p21aP,61,217347
3,1BltsyC5W3SAABdxyrDXwi,19,255632
3,3tTYxjYYcXFqFXA0AZ1Fav,57,195000
3,09CtPGIpYB4BrO8qb1RGsF,81,200787
3,0azC730Exh71aQlOt9Zj3y,79,222160
3,4h8VwCb1MTGoLKueQ1WgbD,84,247427
3,0E9ZjEAyAwOXZ7wJC0PD33,84,184560
3,0lHAMNU8RGiIObScrsRgmP,66,245040
3,0n8ob8S72lvznoVfiwz4qL,8,242520
3,4r6eNCsrZnQWJzzvFh4nlg,64,227893
3,0GzmMQizDeA2NVMUaZksv0,61,209733
3,1MlAkYV0nbRKWhhfvTt3zc,27,213169
3,1WkMMavIMc4JZ8cfMmxHkI,74,237547
3,7C7yqFTM0ncyJ04GIKrxdV,57,286322
3,0WfKDYeUAoLA3vdvLKKWMW,69,237200
3,22mek4IiqubGD9ctzxc69s,77,212640
3,61ZM92T2zaXIVsqncThQzC,74,208222
3,6TnxdnJcZIwCWiCHq5Qds0,5,206440
3,2aFAmDBycyEnj3lcS95JMe,57,231480
3,0Npijoc6ZcUe1devUugKvI,68,164490
3,5gwLIRjGFf3hXuHoKEsWLg,65,168547
3,3d4lc8esnUl7Bx9J9d9oty,58,155238
3,0U6bQIAh6MCGo1xjbIIx2S,81,184558
3,3oIVK7arAFuUOCGafPLxSC,68,198743
3,2I4jAMEOEUQD5V1byYCqNS,43,159194
3,59QmL8ygKtVfMHmPx3GaBX,57,165714
3,5EdYlCWou17k0N1PADLKfO,58,183653
3,5MvsfUN0H79C24t3fPepeL,58,202500
3,7CHi4DtfK4heMlQaudCuHK,91,168387
3,1CW7tYkpJ95c7bQkRf6CcK,67,184582
3,4bSFPMXKYaCoBhzJv276zl,42,240000
3,5AFrctm65wWIqJsjHPPx85,70,198839
3,3DsjHcLYMExprXJECT4QQP,64,257943
3,7FjZU7XFs7P9jHI9Z0yRhK,79,190302
3,5ijpy4l0nKZPIKHui6SQfE,48,154654
3,6j8eH9frh703HaGBaSRS6u,53,179016
3,79Vz5MNH7Qe4F7hPKT8tPz,75,167859
3,65mOk4n0tfrMysFXu12ufx,46,154286
3,4w5Grfxx5Rpup6mo5v6bW0,67,183183
3,3uiQZlSlSDRduWLFBTSEot,65,216256
3,29ikXeGM6kScvhvqfvgiwO,56,158091
3,2Eld7kejX6FH9OptVyKQak,42,203227
3,3BOcWxFUURAomDXRSDFve4,58,179531
3,4YhN72dRYL2Z3MsaKyT7rS,74,185943
3,7DQ5CZjAQdhgDgdnSXxJ7Z,65,208367
3,2aXA9aQfrqaOi1Wy3NfSZI,64,204591
3,62XCV3AmCMkPa9X5mCim8O,51,169964
3,5llPdGZJjJFJv9aL6ZaiLY,63,172520
3,7pWK1kMgHy5lNNiIfuRbkP,83,236765
3,2W9pBY75aWOV39S73mqqbn,55,153231
3,1JxQmgCEipmHCUiJS568pE,39,167249
3,6pu5jQqenr37n0z6eBKOh0,48,291785
3,3RBk0P36O7wCMxF263jRJL,59,182000
3,4uRx3SdWG2cNVfRNVPwHDS,64,242385
3,3ZRgqoTb7pVO11IxcKGtMo,42,177638
3,0DhkTGjEaIHaSxTfC14BFm,70,160184
3,4nx4h17pRj1ikT0hZecR8z,57,204693
3,1tq4UL9BB7BHuT6eorlX3X,21,225160
3,4TIkSdsNSfqpuq6ZYvCjAz,68,238338
3,4P7F3kb2Ze1YleD6lUYwJo,63,131204
3,3qeJ84Y6PRS9LtliOuT94Z,54,170000
3,7sYAS4CpbV90oSemgaEQat,79,147027
3,1CRy08G60mS5jvhB27xMpS,72,204514
3,02itaCXOdC54J0ISjqqFAp,80,147840
4,52EB2Gk1nkxZmbomJOXUde,47,157333
4,4Jwp3yjIQfudmjuctLQlfJ,19,200640
4,7N06jo3EnV792VFaG8vuW6,79,160794
4,517cAnPxsaxfrkKHHY41wB,59,225000
4,3GT2CBmJWIEdCpHiB31WYK,68,178671
4,7fPuWrlpwDcHm5aHCH5D9t,72,176219
4,1rRWFc2p77FYyb67m5YeVO,66,142230
4,1LDDUVvutZ3qxvnOrulCBM,59,220205
4,2wOVXsIRIoniqipE9I5ZVx,64,179151
4,0byab45cmZntz74RxcASrf,9,223533
4,4ciBIS83LHQpKf4noVKP51,41,196475
4,19TOAlTFq0NDHvUPQR0tkr,69,195924
4,6VP3410weACXiPCVLKSkOb,66,183934
4,5ql2mP9FUhB3SgMzv2akuO,68,195000
4,3jwQwGVERUXo7eaAgL1xAo,66,193548
4,46W9iEjOg5nkMvb6lo4Jwz,63,127826
4,0GRoERSBBky3YgdKW2w2Vc,68,184027
4,3sHuIjfAzluc6S9cXoqfqC,23,224061
4,4fK2NU9UyQJV74ZGiSVYsr,67,175312
4,0jlpHhGUFn4aAWLsRRnwep,62,179016
4,2pMntGuRgHAHVtrpC6kgGy,9,190645
4,7EHCt2jdVwHp557sfMPosf,59,157024
4,5YN0zHycJ0Yxz31A5QsVov,71,188656
4,14nIFzHQf1OBWf6VHVR8DF,21,208947
4,14sOS5L36385FJ3OL8hew4,81,211362
4,23FHa9lYnG6Dr8OzombPkS,69,184564
4,06BrHnTVDOydsfg0LZ6mQb,56,167990
4,1YSwQvw1NrEPfA0j1iY8eV,56,163000
4,1FlIzyCvRFQUE4pc7PiaIo,60,185714
4,3eW2EDwNRAiQKkgom96dUa,40,201905
4,1k08GK7ox8SDmEMvn81TwU,57,183360
4,4raMIjIjMc8JohHth7l9lG,70,212280
4,52Y5nYBQgqawttJxxtUv1e,63,176098
4,4R7ZSlYoJOIaxHJFHszQCR,65,193137
4,3N9YuL395rE4qNyHMsvOWC,56,183341
4,6dX62wjTHi9F1srVTjV89X,2,132233
4,0JumfyG7GUshFjxouEXwhw,53,196493
4,3Iee2uf8UXOrOupQzfs1z5,11,221773
4,6jreFSOTUAViWjKyzOC4Kg,77,190295
4,5Qnk8vP5g9l5SDQKU3qyYQ,56,193640
4,3Mong1BzxMKwTZ0SbfLdcQ,65,156168
4,4huh5oqBz9RkgpzAkyuEAs,34,186094
4,4Nu8sEejt46770gDUvFcrF,54,170103
4,1IjuevPDJ8Sa97wFwQ5j4V,51,196571
4,4d3cCNTG3PUgWhPButc4N7,50,180571
4,7r4nPsLToVIPdsiEeZKF6Y,52,217804
4,4Tvw0lweq9l2JPQKFbpbBQ,76,192402
4,1yAPglN5AGf7UoLK062ZYq,75,205653
4,4IAd7Vdwcc1E86P15tXjca,52,169000
4,5qiQbOa6AFEO3P111y9Jry,62,200893
4,7nbVbGjifh0m2fhPYqcI1R,65,226875
4,5NeFmsnXBy6xVbz8pesM5l,62,191786
4,6fvbl9D9VjMtLRQsuWPyYt,10,174545
4,1MgpEKnO6sgMTb5zumAsgn,55,198750
4,06Z7Hy2LUzbcSFmWzwkun1,49,206875
4,0EdgK7ASb4kfRkW8pVMN02,70,186750
4,2gqzTQEn4g5ly0n5ScdMx0,61,234609
4,36orMWv2PgvnzXsd5CJ0yL,75,174444
4,6DuE8kXIDJ3oiCibWXmgeN,60,186000
4,5up5uXChMJLKyuop9HwtCb,63,191650
4,4AMY0oGSt7vZwgxDnHCJBr,73,184020
4,0VQUyufAldw4Eitv71TPmg,60,195947
4,0EQeui6OBMzqJ3Z3wCOzZh,62,182161
4,1o9D0rUusi2V5idyOEOPII,67,176773
4,2neq77lIMkitQwBwy1EDng,61,186667
4,5ow0sNF1zSqp71Ix5jEXWU,71,164010
4,0vrmHPfoBadXVr2n0m1aqZ,80,277262
4,0o9bHFc8Lt5tZFvTjNZTNf,68,167912
4,3oN9prOZJ8jR6rFP4YMJF9,60,155520
4,0Qew3aYvQPGPjfL7gbe6x1,66,211040
4,5naYe7rLMZcLfO1DKg48MK,75,169467
4,3LaQ1GajOXoUeiTA9UAcCK,58,187301
4,3DGar7krWlmrXRFHBcQF6z,74,163636
4,5VGBgPVFO3e0lWz4WHYntQ,68,180485
4,6sYJuVcEu4gFHmeTLdHzRz,72,194618
4,3eS1VMcEmq2IUgpaeDysCb,70,197876
4,4fCAOaMs0PYL58OijKp2IS,58,178512
4,2mSIu1ZPo22Ihx3EwS4E6h,67,180820
4,31OqWK8Lc6GnUbnLG3GqPX,62,158095
4,7rpyHKSH3dkrsKEgv1eNgv,56,196475
4,5CpkVOosLFc83LbwqO6hnI,65,218480
4,3cJEgWbsBmGkvXz906tgut,51,214641
4,3ZqKbMO9UasuKgQeGT7QZS,54,181875
4,5mYNWSc1AE7pWS3Ax4e8Dl,61,223533
4,6SRWhUJcD2YKahCwHavz3X,76,211680
4,7Feaw9WAEREY0DUOSXJLOM,83,163805
4,7K7MUBCnzgBAvMVW2RTWNs,63,163216
4,47dABAPyBgKB3iQCrC4Vrv,70,157000
4,6vRCKJDtnrJEcyyzIMa0w0,70,184653
4,4BM4ml3TgBFALLaCaJtVhi,56,177073
4,4D3o6Hh3GydRpTTlyLP3D9,65,169157
4,3R6dPfF2yBO8mHySW1XDAa,61,174933
4,164C9bSF4ryqWXI4XgxTE0,60,202520
4,4fC6tDEFmSBBCRBUOPeQ8b,63,181040
4,7lPo7aUbqNz5qmcan9Oj3F,54,168636
4,1HvCFAUIWQsWV9zud3UhDl,70,198880
4,76WNl0hDHHxTUhfLrEIBSm,6,181960
4,6xTU6B6nFwKKTSZ9ySXS80,70,217293
4,0jvqmWRCyv7xnxqrtinbHJ,54,179500
4,5itOtNx0WxtJmi1TQ3RuRd,83,229184
4,1uuUnsWpJwqBh5GRQ8uxla,53,216000
4,4DfxFGwreu9BquiLRClwh8,55,167871
4,6Pgkp4qUoTmJIPn7ReaGxL,81,181673
4,3R8lr1Y1kPgXEbnXkcMMlT,58,222000
4,4ESPuOrSsRcBISzcMlzmY5,75,161280
4,0Zbbxnx4SGGHoIow4PpISP,73,236853
4,72gv4zhNvRVdQA0eOenCal,73,212733
4,2kLf4myxQME1Nd0voeKZri,57,157005
4,4q8PHoRsPUB52LFylX8Ulz,25,203000
4,2devxXJUTEIFmgt8cXaqmO,55,150005
4,0ct6r3EGTcMLPtrXHDvVjc,80,176658
4,7dOeiXeTSfA1ixaYmQcWu7,69,201257
4,7jEyX4bqaCSdMN4D4JNnVj,74,184134
4,6ULQ6ZRc7JuVutRMy6gfgc,65,166947
4,0FlnsBDwPglenLJoQjPd4K,50,240617
4,4Vbz3osCh6DwHYv5gVv5H2,66,208107
4,4OgwXdylh75fHfwUzJTUqg,71,212280
4,4kWO6O1BUXcZmaxitpVUwp,79,215760
4,0A5gdlrpAuQqZ2iFgnqBFW,76,173067
4,0BiGd2FNDQ0eh79ZHfp6tS,55,194360
4,25sgk305KZfyuqVBQIahim,87,187436
4,3xE7LrW7P54CYNQYqLhl6J,35,209341
4,4ut5G4rgB1ClpMTMfjoIuy,77,230762
4,0uUNN1nSoUx1A4fkDCWDQ7,83,183027
5,1byydVLDAt7An5Pk3SuL5j,51,183345
5,1RxlBxlaJpSEVnLk4Gtvym,2,129238
5,7IWTIkiWGWNQyYfOLdMrGD,68,200322
5,67FPUOM5Q2sSvS3iqLxSFs,50,199245
5,0Qmqhtqco9ifi7ScZh1095,42,217143
5,2Fxmhks0bxGSBdJ92vM42m,95,194088
5,0FC7eAz8CW9HAWnBr8Yo42,50,191500
5,7LYMT7ZaJC6KaKaXod9qNq,21,190698
5,6fIgsZFtGXiIvxb2Y6oCc7,63,138750
5,47knrBbYhqtrggWYSkU6h1,56,185161
5,46x4SztssOJ1KzRjPqVUPk,2,173797
5,0AKxkfd5NLlWMXCVgH6a6X,2,283193
5,43ZeyBuql1TboyWE3ElHXj,49,191954
5,3EKKIR8be1kfAAwaz1fzyS,60,195000
5,4u6chQOq3h6g03cnPzAxcz,45,161250
5,5UaEBgRvUPFf5CEDhaTdp7,56,178132
5,6wigvUlHft5QfkbxmAG5uC,41,190992
5,3b0cJPguhWOh2hjY6Lu192,70,162187
5,3QC33AxvY2sdxq22ym3aSL,57,213707
5,6nsLzJfvp5OLd4mgqUJkpq,16,230613
5,1fN2cemf6ByT2WKqtumwR5,48,105219
5,6RnkFd8Fqqgk1Uni8RgqCQ,72,202500
5,5fEpuvcNvERP7EHtLe28Zy,2,176260
5,45NYp6HaMbhHNtn8sTnztn,2,217500
5,7HdHOGbA7uyepn1jbPKqOx,66,234680
5,49ziHtycEUnbFQtE8e8slt,60,215676
5,3kGfazcbVvVkuZunzlLgTD,68,202999
5,2ZEqEHPOhJdkI9pCCW9pBD,50,195714
5,35ARq65zezGBwA7EHBXm2w,39,172500
5,1N4n7soiQQ8TRsntrkItyA,1,189625
5,0XOFJ634crTl8z9N5Gxh2S,4,171712
5,2OlWBmSjf1aUPGLNf0UI5A,16,197267
5,6UiDiFJUGEDzkGpZBL8IYq,58,213120
5,5WvAo7DNuPRmk4APhdPzi8,77,260000
5,4b2tcjrG1qUkSdsqEFP2dB,71,254653
5,0KsB4TwgATg88aXCMBoO3Y,65,207630
5,23L5CiUhw2jV1OIMwthR3S,80,195707
5,3OEF72iu0qSN75kiw0qP1o,1,147187
5,4zdQmfTLWgGd5mAX4MUIaX,67,182633
5,5KVxCdOVauTncDKgK426XN,28,218357
5,4suDPyEfKYtqDR2OGblbTi,48,211867
5,7tegFBOVAZADytMG3YIR9o,39,221233
5,1eIl9qFUGihchPAfSF258T,60,222932
5,71jxHnEfeDyolLb6Kr2DdS,29,224882
5,4eycOo0qKubeGx3g29dcHZ,21,230943
5,0xTWI6HrzKHJ6LK11f8jGO,40,203147
5,07uivRw9i8NFjQbxZQu6g7,37,163040
5,1QNoGbedAra3cbGcQAwBRQ,38,215140
5,3gMJMSrU2QETbsILNuybIh,17,181200
5,6EfsZW2pPBBDkiBMTGglEi,30,208333
5,1gdrNesoUadTXNdVaKS2t3,31,195433
5,0j6HZwmFLvxSoYUrg29IgP,37,193553
5,2MbrVxNKpsg0bu9LMlPiri,35,240100
5,2gApWgkuisXedOcS9Tligs,49,270904
5,5Zjge6yCThuBMdnJdOBp9A,42,208376
5,34S5Vg3Jxqtjb3dosDWHpH,23,225412
5,2qpuYv59RVgLKcA0DPl9Tt,34,223920
5,1SV5ys0BGnN6aEsbS7prwt,27,244061
5,3t5I7uoAOyRtzkAVaHgmfL,60,205928
5,1g89JASxN75856KEYGmZTt,53,228371
5,56FtGMGdOoONvc0XpP4Bm6,30,162827
5,0HGSn0eFH5LF1MWdE9FOUC,41,217000
5,2WSYYbEdxtGGo0VVP4jNjb,29,292587
5,3fzCO5mdnxKvxOT03Ao0RI,54,196367
5,7Bh4dzYrbYtXbbuvK8M8yE,21,232832
5,6nfiboYmeoHMxPU05yEQvg,21,214118
5,4ccp9ytoMerEU0967Okhu6,40,184935
5,6cAaLUV2fc1b3Qpgc0z3k2,26,193417
6,6dKOpmTOzAVnaHqq7hqkJa,26,232973
6,1HDrG1CAVROV1BclXs400N,36,224333
6,74P2i9IIx0nkki1GVQqx3R,32,199440
6,3CLKvDKiVgbgfWj3fyyibl,34,214627
6,00bc7A2CLjp40XNd6ZPZNa,21,211547
6,7Gb3OZFw2IiNk08fSN7MrR,36,198368
6,5SubtShpNoLYiVG4oLSpOG,36,210134
6,5VBMFkU9emR1HDLPoXuOUQ,42,200712
6,0S1lconF5qUvqUrovZDmSA,49,283400
6,5QOg6uut1ybakHajEfBL8K,12,212211
6,7auKfEOsSVCeYHn2pOu6uY,16,208333
6,64XUlDULbJtK6xDL4mEB0Q,27,166523
6,0FVUs7Kb4KKl3vsssgZCud,44,311976
6,0lHYQoSwhIKqUjUsbQygyl,21,157288
6,0azhsizFhBepOGgcQ3EKaL,41,264935
6,3b1TJu58AWEiGvnUwDdhag,44,221387
6,2TFJVb9LL54V5W53qGWDSv,39,220631
6,7EdnZLYzleCTG6eVJnZbR8,21,146500
6,1JSkwWA4e3OXlnOEcn0MXf,35,249187
6,1RJPz4eFFP7N6VVKMYUS7O,16,237071
6,6GvK5IObiZJs4PyTFJTELk,27,225273
6,0qnp1W6FnL9qoadgaQdsT8,37,244187
6,3pzrOuq7Zn1WlL1qes8I57,30,214132
6,4vid1h1wAzoZoEKJVXoUgB,35,207213
6,34Yb5ldkgXMieDcFIRQPdh,26,208530
6,7MsgiyWoerebFF0zaahmCr,30,141473
6,4EyjvMJ6llJ5stWDlwo8v6,40,242627
6,5L3FE4WEDdQ0xZYVdN7uvE,31,221100
6,63f9E8ZTvtcEdqZKHj5Vzv,27,241164
6,2KJPYFHskvDeuAZ1sbbBys,31,213147
6,5uHl2eYaITSX6xEX8bmaXy,74,189147
6,1PNb8pRsZGa8XN1m5nJe70,59,190903
6,3v5BOhyPrVQN7PYE6JnY7j,63,206578
6,7JCi89HGiURxFpr6NITY7q,73,213164
6,6k67RdkVjTZj79c1cRz7IQ,72,199013
6,7b8YOVV5quZcSKEijDgyWB,68,209355
6,1Jr8RbuOnvMHsMHcWgZ9Do,58,204893
6,3IdPtyJHB1WVPM4eCiCAKM,72,219760
6,42tFTth2jcF7iSo0RBjfJF,70,189050
6,1UThkKR8w3WnA6lWCRhOJn,59,200465
6,5WrEilrRI5cIW0DxMvQYPZ,75,251293
6,24nK8tW7Pt3Inh2utttuoG,81,195307
6,3BPoSr2pO34Aan6alFfVto,70,208863
6,00emjlCv9azBN0fzuuyLqy,65,193160
6,5sbooPcNgIE22DwO0VNGUJ,75,191100
6,06mzeP9GQNSHWd1Nh2C5FM,69,166213
6,5KawlOMHjWeUjQtnuRs22c,85,229773
6,06Pvy98db25O7wlfFFFIRM,72,228682
6,6E7jAJN2e3znSHyPCdQqx8,72,195856
6,2AIWoHr9DF6y4KALCBKWQS,75,222732
6,7Ed6BkggCS2KaKY5YlINaF,65,238726
6,27kB4qLUCV8nZd2eOgj1Tk,63,193734
6,7LJjWqhqK594nN7qJzLVXE,2,213264
6,4WuKHgxdCJsaOBIh7yndty,71,207617
6,3rOEipqoZpjyn8PtOMeV8k,48,216640
6,0ErzcmZ2gIwX7X0xSMQPix,68,210641
6,2naEVOadudtXHwtZNfjMDM,65,237077
6,5Z4aqpT39KpY8gbHoJWdou,70,196018
6,2U6RSyXFnDVNYoD9iUgi09,66,163509
6,5SE57ljOIUJ1ybL9U6CuBH,71,223123
6,6DIW7GJbuGZdHolRcPWprP,2,212136
7,1S6zXoXhfalX2ETKo337Md,7,237685
7,1q3C6brbmRrULTyo2mseKF,69,211320
7,7gr57cYekMWriyJYbT7oZ4,66,205820
7,7Cd4glTUgV0vr0DBncEg8S,1,193579
7,7w3mCZJZbfXzNebD5vktMI,64,193253
7,4Is1b37KJY9XVCgzp81FBW,66,208475
7,3nXUfNbkv8ikaSdHwEp0oY,60,205821
7,5MaDeMdqsPsZTxNWdEZPVH,67,211237
7,1gsb4CFzUMERAkfzAKwrZu,0,197252
7,0xHgclG2TeqIzB8N3Wb5rP,66,203493
7,5gA9Xn8oPts2aewPgxVkPD,62,195000
7,3NxuezMdSLgt4OwHzBoUhL,66,214137
7,5unCIQfJLMtcsiU6MP5zmB,61,200243
7,0dSE54vYYvRNWzVTxE2xTL,61,203507
7,3sygLAUhHsJsQ0cBk6fxRd,61,181976
7,1LShDXXs40R8bQFNBBupI3,58,279423
